,id,product_uid,search_term,relevance,relevance_int,bm25
301,963,100158,westminst pedist combo,2.33,8,0.008703035822538948
302,969,100160,dewalt combo kit,3.0,12,0.0
303,974,100161,omnifilt,2.33,8,0.0
304,978,100161,water softner,2.33,8,0.0
305,984,100163,lenox diamond blade,2.0,6,0.0
306,991,100165,cedar plank,2.67,10,0.0
307,1000,100165,wooden plank,3.0,12,0.0
308,1001,100166,colosso,1.0,0,0.0
309,1004,100166,quikret color,2.67,10,0.0
310,1007,100167,door hing,3.0,12,0.0
311,1008,100167,exterior door hing,3.0,12,0.0
312,1019,100170,kerosen heater,1.0,0,0.0
313,1020,100170,lp gas heater,2.67,10,0.009251903831386693
314,1022,100170,portabl air tank,1.67,4,0.007881869799587871
315,1026,100170,thin propan heater,2.33,8,0.0
316,1028,100171,respir,1.33,2,0.0
317,1031,100172,kitchen light,2.67,10,0.0
318,1038,100173,beer keg dispens,3.0,12,0.01613840074457632
319,1040,100174,foil board,1.67,4,0.0
320,1051,100176,malibu light,3.0,12,0.0
321,1053,100177,satin nickel pull,3.0,12,0.0
322,1056,100178,mirical,2.33,8,0.0
323,1060,100179,galvan frame nail,2.67,10,0.0
324,1062,100179,paslod frame nail,3.0,12,0.0
325,1065,100180,lock for slide door,3.0,12,0.0
326,1068,100180,slide windo lock,2.33,8,0.0
327,1072,100181,pantri rack,2.0,6,0.0
328,1073,100181,storag cabinet,3.0,12,0.006378823333805071
329,1074,100181,white pantri cabinet,2.0,6,0.010276921461444332
330,1076,100182,sheetrock,3.0,12,0.0
331,1080,100184,bathroom,2.0,6,0.0
332,1081,100184,bootz,2.67,10,0.0
333,1083,100184,main drain tub,1.67,4,0.006126669171221647
334,1084,100184,porcelain,2.33,8,0.0
335,1086,100184,tub & tile spray on refinish kit,2.33,8,0.009079941501133365
336,1090,100185,shelf track,2.67,10,0.0
337,1095,100188,chicken wire,2.67,10,0.0
338,1097,100189,cabinet closet $100,2.33,8,0.0
339,1098,100189,cabinet pantri,2.33,8,0.0
340,1101,100189,closetmaid pantri,1.67,4,0.0
341,1103,100189,in stock white cabinet,2.67,10,0.0
342,1104,100189,kitchen cupboard hing,1.33,2,0.0
343,1107,100189,storag cabinet,3.0,12,0.0
344,1108,100189,wardrob closet materi,1.33,2,0.0
345,1116,100191,tree pruner,3.0,12,0.0
346,1121,100193,80 x 36 solid wood,3.0,12,0.004617336866654232
347,1128,100193,front door,3.0,12,0.005497877677697573
348,1129,100193,front door,3.0,12,0.005497877677697573
349,1132,100193,louvr door 36 inch,2.33,8,0.0
350,1134,100193,prehung solid core wooden entri door,3.0,12,0.01908127959556885
351,1135,100193,rustic door 42x80,2.0,6,0.0
352,1138,100194,20v dewalt kombo,1.67,4,0.0
353,1142,100194,dewalt 20v,3.0,12,0.0
354,1145,100194,dewalt 7.2volt batteri,2.0,6,0.0
355,1146,100194,dewalt batteri charger,2.67,10,0.008518878300582067
356,1148,100194,dewalt vaccum,1.67,4,0.0
357,1151,100194,lithium 20 dewalt,3.0,12,0.0
358,1155,100195,sheet metal,3.0,12,0.0
359,1159,100196,element for hot wa,2.0,6,0.0
360,1164,100196,water heather,3.0,12,0.0
361,1165,100197,aspiradora,1.33,2,0.0
362,1168,100197,leaf blower batt,2.67,10,0.0
363,1171,100197,riobi blower vac 9056,1.67,4,0.0
364,1172,100197,shredder,2.33,8,0.0
365,1176,100197,yard blower in stock,2.0,6,0.0
366,1177,100197,yardman leaf vac,2.33,8,0.0
367,1180,100200,chipper,2.0,6,0.0
368,1185,100201,fuse,3.0,12,0.0
369,1191,100203,mosaic tile,2.33,8,0.0
370,1192,100203,mosaic tile backsplash,2.67,10,0.0
371,1195,100203,tile backsplash,3.0,12,0.0
372,1196,100203,travertin tile,3.0,12,0.0
373,1205,100208,gas tube,1.67,4,0.007054822255078403
374,1206,100208,home-flex,1.33,2,0.0
375,1208,100209,bathroom hardwar knob and pull,2.67,10,0.010899252507695148
376,1212,100209,draweer pull,3.0,12,0.0063293786214600935
377,1215,100209,knob,2.33,8,0.0
378,1216,100209,knob for cabinet,3.0,12,0.008575765641188421
379,1218,100210,fiberglass epoxi,2.33,8,0.0
380,1220,100210,fiberglass repair kit,1.75,5,0.0
381,1224,100211,malibu light,3.0,12,0.0
382,1227,100212,door trim,2.33,8,0.010277244438915563
383,1228,100213,bag cinder mulch,2.33,8,0.0
384,1230,100213,red cypress mulch,2.33,8,0.006475576083358796
385,1231,100213,red mulch,2.67,10,0.006475576083358796
386,1237,100216,door bell,3.0,12,0.0
387,1238,100216,door bell chime,2.33,8,0.012701972311436414
388,1243,100217,canva drop cloth,3.0,12,0.0
389,1248,100218,bentgrass lawn mower,2.33,8,0.007745351844005827
390,1252,100218,electr mower,3.0,12,0.0
391,1253,100218,kobalt electr mower cord,2.0,6,0.0
392,1257,100218,lawnmow,3.0,12,0.0
393,1266,100221,hindg,2.33,8,0.0
394,1267,100222,lath,3.0,12,0.012388322741883801
395,1273,100224,chair mold,2.67,10,0.0
396,1275,100224,chair rail hieght,3.0,12,0.0
397,1276,100224,chair rail mould,3.0,12,0.0
398,1279,100225,2x4 board,2.67,10,0.0
399,1287,100227,fenc gate,2.67,10,0.0
400,1289,100227,gate frame block,2.67,10,0.0
401,1291,100227,wood fenc gate0,2.0,6,0.0043353194882713945
402,1296,100228,roller,1.67,4,0.0
403,1300,100229,clab,2.67,10,0.0
404,1302,100229,paver stone,3.0,12,0.0
405,1303,100230,chais,2.67,10,0.0
406,1316,100232,cell light,1.0,0,0.0
407,1317,100232,fan with remot,2.33,8,0.0
408,1320,100232,hampton ceil fan,2.67,10,0.0
409,1323,100233,tent,2.75,11,0.0
410,1326,100235,screen frame,2.67,10,0.0051050232942975
411,1335,100237,fiberglass insul,2.67,10,0.0
412,1338,100237,owen corn 7-3,2.0,6,0.0
413,1340,100237,r19 insul,3.0,12,0.0
414,1344,100239,fiberglass repair kit,1.67,4,0.007458345890669665
415,1345,100239,fiberglass repir kit,2.0,6,0.007458345890669665
416,1347,100239,rustoleum tile paint,2.67,10,0.0
417,1348,100239,rustollum epoxi,2.67,10,0.0
418,1349,100239,tub repair kit procelian,2.67,10,0.0
419,1355,100241,dewalr tool,1.67,4,0.004714844448869746
420,1356,100241,dewalt tool box,3.0,12,0.016326756242136607
421,1357,100241,dewalt tough system bin,3.0,12,0.02249267998093668
422,1359,100242,werner ladder,1.67,4,0.0
423,1364,100245,patio furnitur cover,1.67,4,0.0
424,1366,100246,5gallon roof patch,2.33,8,0.0
425,1377,100248,1/4 wonderboard,1.33,2,0.0
426,1387,100248,tile backerboard,1.67,4,0.0
427,1388,100248,zinc plate flatbrac,1.0,0,0.0
428,1394,100249,ciel,2.33,8,0.0
429,1395,100249,control cele fan,1.67,4,0.0
430,1397,100249,fan with remot,3.0,12,0.0018036950385900523
431,1399,100249,hampton bay ceil fan with remot,2.67,10,0.0018036950385900523
432,1401,100249,hampton ceil fan,3.0,12,0.0
433,1403,100249,remot control ceil fan replac part,2.33,8,0.0
434,1405,100250,chair rail mould,3.0,12,0.0
435,1408,100251,6in by 6 in.lumd,3.0,12,0.002216328812677665
436,1414,100252,gate,2.67,10,0.0
437,1419,100253,mask tape,3.0,12,0.0
438,1422,100254,gilmor 3/4 hose,2.0,6,0.0
439,1427,100255,window insul kit,3.0,12,0.0
440,1431,100256,pli 1/2,1.33,2,0.0
441,1433,100256,roll roof lap cemet,2.33,8,0.0
442,1434,100256,roll roof,2.67,10,0.0
443,1436,100256,tub materi sheet,1.33,2,0.0
444,1439,100257,ceadar,2.67,10,0.0
445,1443,100257,cedar plank,2.0,6,0.0
446,1444,100257,cedart board,2.33,8,0.0
447,1449,100259,black rock,2.0,6,0.0
448,1453,100259,red cypress mulch,1.33,2,0.010261744164914103
449,1454,100259,red mulch,1.33,2,0.010261744164914103
450,1458,100260,mold trim,2.67,10,0.0
451,1468,100263,electr pole,3.0,12,0.005391984980020807
452,1471,100263,pole saw gear,2.67,10,0.0
453,1472,100263,pruner,1.0,0,0.0
454,1473,100263,tree pruner,1.33,2,0.0
455,1479,100264,electrolux dryer,2.0,6,0.01054426411232687
456,1481,100264,front load washer and dryer,2.67,10,0.01054426411232687
457,1483,100264,frontload washer,3.0,12,0.0
458,1486,100264,lg stcking kit,1.33,2,0.005227435229148122
459,1487,100264,lg washer/top load,2.0,6,0.0
460,1490,100264,samsung front load dryer,2.67,10,0.01054426411232687
461,1491,100264,samsung front load washer 3.7,2.0,6,0.0
462,1492,100264,samsung washer pedest,2.33,8,0.0
463,1496,100264,washer dryer,2.33,8,0.01054426411232687
464,1497,100264,washer dryer set,2.0,6,0.01054426411232687
465,1501,100264,whirlpool washer 12 inch pedest,2.33,8,0.0
466,1504,100265,barreir,2.33,8,0.0
467,1506,100265,foam insul board,1.33,2,0.007374997674900247
468,1509,100265,isol foil,2.67,10,0.0
469,1512,100265,reflect foil insul,3.0,12,0.0
470,1528,100267,washer dryer set,2.0,6,0.0
471,1538,100269,bullnos tile,2.67,10,0.010300316597980991
472,1542,100270,ajust ladder feet,2.67,10,0.0
473,1546,100270,werner ladder,3.0,12,0.0
474,1548,100272,2 panel door,2.0,6,0.005440051155657404
475,1554,100272,flush hardwood bifold jeldwen,2.67,10,0.014090589538856103
476,1560,100272,interior solid core door,2.67,10,0.004763865804203385
477,1561,100272,jeld wen lover door,2.33,8,0.0
478,1562,100272,jeld wen aurora a5001,2.0,6,0.0
479,1568,100272,unfinish interior door,2.33,8,0.004763865804203385
480,1569,100272,unfinish jeld-wen slab entri door,2.67,10,0.0
481,1571,100272,wooden door,2.33,8,0.0
482,1572,100273,area rug 9x12,3.0,12,0.0
483,1576,100274,milwake m12,3.0,12,0.0
484,1577,100274,milwauke m12,1.67,4,0.0
485,1578,100274,photoelectric/ion with lithium batteri,1.67,4,0.010172763765911684
486,1587,100277,prune saw,1.33,2,0.0
487,1588,100277,tree pruner,2.67,10,0.0
488,1593,100279,werner ladder,1.33,2,0.009755448890383774
489,1595,100280,60w bulb,3.0,12,0.010676681666531086
490,1609,100282,ceil scraper,1.0,0,0.0
491,1610,100282,garden sprayer non pump,2.67,10,0.0
492,1612,100282,powder shoot hand pump bottl,1.67,4,0.0
493,1616,100282,water,1.0,0,0.0
494,1617,100282,weed spray,2.0,6,0.0
495,1622,100283,foss rug,2.67,10,0.015437698835844647
496,1624,100283,indoor * outdoor rug 21 x 15,2.67,10,0.002961411819597319
497,1627,100284,invert generat,2.67,10,0.0
498,1633,100285,plastic tube,1.67,4,0.0068653925785302815
499,1634,100285,water pex tube,1.33,2,0.01709692866062101
500,1637,100286,attic ladder,3.0,12,0.0
501,1640,100286,maximum load,2.67,10,0.004507986764584731
502,1643,100286,werner 8 ladder,3.0,12,0.0
503,1645,100287,hot-dip galvan roof nail,2.33,8,0.0
504,1647,100287,roll roof lap cemet,1.33,2,0.0
505,1648,100287,roof rdge flash,1.33,2,0.0
506,1653,100288,chalk paint,1.33,2,0.0
507,1654,100289,3-way electr socket,2.0,6,0.0
508,1655,100289,decora 15 a singl switch,2.67,10,0.007940576468888957
509,1656,100289,dpdt momentari rocker switch doubl pole,2.0,6,0.0
510,1657,100289,dual light switch,3.0,12,0.010570516476334706
511,1661,100290,martha stewart cabinet,2.67,10,0.0
512,1664,100292,cabl prime line emergensi open,2.33,8,0.0
513,1667,100292,garag door part knob,1.0,0,0.005403478843531992
514,1669,100293,azek,3.0,12,0.0
515,1670,100294,24 bathroom vaniti,2.33,8,0.0
516,1671,100294,24 inch vaniti,2.0,6,0.0
517,1672,100294,24 inch vaniti,2.0,6,0.0
518,1673,100294,24in vaniti,2.0,6,0.0
519,1675,100294,25 in vaniti,2.33,8,0.0066886080794852565
520,1677,100294,grafton 18 in. vaniti,2.0,6,0.0
521,1681,100295,roybi l18v,3.0,12,0.0
522,1691,100297,desalt impact 18,2.0,6,0.0
523,1692,100297,impact wrench,2.67,10,0.0
524,1696,100297,milwauke 18-volt lithium-ion cordlessrotari hammerss,2.67,10,0.03055664207411444
525,1702,100299,bath sinnk,3.0,12,0.005943592908873601
526,1703,100299,bath sunk,3.0,12,0.005943592908873601
