id,search_term,product_uid,relevance_int
264,metal stake,100046,2.1895263493061066
268,post fenc accessori,100046,2.332003280520439
269,wire fenc 6ft high,100046,2.14794385433197
271,13 gaug metal expand sheet,100047,2.3351399153470993
277,fold ladder,100048,2.4639642238616943
278,gorilla ladder model al 22,100048,2.0129349231719975
279,ladder,100048,2.5755801498889923
281,telescop ladder,100048,2.6654432564973836
285,henri,100049,2.6541550308465958
287,sealer rv,100049,1.9386678636074066
288,door chair,100050,2.452618196606636
289,door chair,100050,2.544074520468712
291,stackabl chair,100050,2.4894555807113647
296,door chair,100051,2.3763680160045624
299,patio pouch chair,100051,2.2513993978500366
300,replac sky cushion,100051,2.3884485512971874
302,patio umbrella,100052,2.6783141344785695
304,rebar,100053,1.8591339588165283
306,15 lite panel entri door,100054,2.3385907858610153
307,36 exterior steel door,100054,2.49777153134346
311,entri door,100054,2.4232532829046245
315,glass entri door,100054,2.415612325072288
316,glass exterior door,100054,2.395632341504097
321,faucet kitchen,100055,2.58360481262207
322,handl pull,100055,2.433186024427414
324,kitchen faucet singl handl,100055,2.6429588794708248
328,moen kitchen faucet,100055,2.659844011068344
329,moen kitchen faucet bramburi,100055,2.3689517080783844
330,moen sink faucet,100055,2.5732981860637665
332,sink faucet soap dispens,100055,2.6857803761959076
336,soap dispens spring,100055,2.3467640131711955
337,de,100056,2.3675603419542313
338,de icer,100056,2.6448587477207184
339,ice melt,100056,2.1745201349258427
342,batt insul,100057,2.682711347937584
344,fiberglass roll,100057,2.2887781858444214
348,r 19,100057,2.3324221074581146
356,emerg light batteri,100058,2.66825333237648
358,lantern,100058,2.46339313685894
364,porch post,100060,2.6184572279453273
366,vinyl porch post,100060,2.657693088054657
367,vinyl post,100060,2.520155489444733
368,glass sheet,100061,2.2313884049654007
370,garbag dispos,100062,2.6778641641139984
371,insinu dispos,100062,2.749239534139633
372,sink dispos,100062,2.468233346939087
378,cherri allur,100064,2.6637767106294636
380,congolium,100064,1.8114896267652512
383,peel stick floor barn wood,100064,2.030422255396843
386,vinal floor,100064,2.2784565836191173
388,vinyl floor,100064,2.5467474162578583
395,lacier bay toilet,100065,2.3326633572578435
396,comfort height toilet,100065,2.4171542078256607
406,glazer bay toilet,100065,2.3332055956125264
409,high effici round toilet white,100065,2.4416933953762054
410,high boy toilet,100065,2.4858680963516235
412,high toilet,100065,2.674231424927712
414,larg flush toilet,100065,2.4366667568683624
415,low,100065,1.8344669491052625
419,toilet bowl rebuild kit,100065,2.2148176580667496
420,toilet bowl high,100065,2.6289340406656265
423,toilet replac part,100065,2.331717655062676
424,toilet bowl,100065,2.589316248893738
426,ice melt,100066,2.712196171283722
428,4 rebar,100067,2.4972936213016514
429,concret bar,100067,2.2502528876066212
430,post block,100067,2.1518785059452052
431,rebar,100067,2.723066285252571
432,40 gal gas water heater,100068,2.73901803791523
435,40 gallon hot water tank,100068,2.4408878087997437
436,40 50 gallon hot water heater,100068,2.6392696946859364
437,50 gal water heater,100068,2.7285027951002125
438,50 gallon gas rheem water heater,100068,2.727030634880066
439,50 gallon gas water heater,100068,2.68957082927227
441,artesian water heater,100068,2.246850743889809
442,gas water heater 40 gal,100068,2.739710494875908
448,norton hot water heater ignit,100068,2.376258984208107
449,relianc water heater,100068,2.26932542026043
450,rheem 30gallon electr water heater,100068,2.3012937754392624
451,rheem gas hot water heater 22vr75,100068,2.354081407189369
457,water heater 50 gal,100068,2.730289101600647
460,shark cleaner,100069,2.7257690727710724
464,led counter top light,100070,2.303272590041161
467,port abl counter light,100070,1.9630413949489594
471,counter light,100070,2.368953093886376
472,counter light,100070,2.363886773586273
474,counter light,100070,2.35818262398243
482,huski 30 hing tote,100073,2.355458617210388
483,huski tool bag,100073,2.3004414290189743
486,roman shade,100075,2.7593049108982086
495,3 4' conduit,100077,1.9495066255331037
498,gas pipe,100077,2.327760249376297
502,refriger top freezer 4 3 cu ft stainless,100079,2.3845100402832036
504,stainless refriger,100079,2.6950714886188507
507,roller,100080,2.213186889886856
509,bath shower kit,100081,2.6682761907577515
514,shower kit 60,100081,2.6685438603162766
518,egress,100083,1.8589748740196228
519,window well cover,100083,2.5728900581598286
520,glow dark paint,100084,2.612029388546944
522,concret paint rust ileum,100086,2.148896798491478
526,epoxi garag floor paint,100086,2.6875225603580475
529,rust oleum epoxi shield,100086,2.765848472714424
530,rust oleum concret epoxi kit,100086,2.672285065054894
532,rust oleum epoxi,100086,2.7661273926496506
534,car move ramp,100087,2.3226437419652943
537,ramp,100087,2.386471167206764
538,22inch attic ladder,100088,2.3767758309841156
540,attic ladder instal,100088,2.596687570214272
541,attic stair,100088,2.4408989250659943
545,trigger nozzl,100089,2.7237386256456375
546,water hose nozzl,100089,2.470910653471947
552,air condition window narrow window,100090,2.422899544239044
555,lg air condition,100090,2.7988465428352356
561,window ac manuel oper,100090,2.157577857375145
565,pool cover pump,100091,2.2841890156269073
569,coat,100092,2.581443279981613
574,glidden deck clear stain,100092,2.1362179219722752
577,rust oleum,100092,2.748121425509453
578,18v drill brush,100093,2.3870527744293213
586,arien,100094,2.7272672802209854
587,arien snow blower,100094,2.768217146396637
588,batteri start snowblow,100094,2.2270082235336304
589,blower mulcher,100094,2.4061751067638397
590,electr start snow blower,100094,2.7579416632652283
592,snow rake,100094,2.384574517607689
596,gas rang,100095,2.556521907448768
598,gas rang part,100095,2.421612024307251
602,ge rang,100095,2.6344218850135803
603,ge stove,100095,2.4165993779897685
607,mdf baseboard,100096,2.4898629188537598
609,trim,100096,1.9579428583383562
614,wood floor trim 2to 3,100096,2.080167144536972
615,wood trim,100096,2.2822607159614563
618,hampton bay dine set 7 pcs,100097,2.3371656835079193
621,woodburi collect ion,100097,2.279081761837005
622,woodburi patio,100097,2.724687948822975
623,dolli,100098,1.978475034236908
624,plant caddi,100098,2.7246151268482213
627,plastic caddi master carr,100098,2.0304128229618077
628,drill guid,100099,2.4350810199975967
632,steel edg,100100,2.371886864304542
633,eat resist epoxi,100101,1.7802820205688477
638,self tap screw,100102,2.6532093286514282
639,plier,100103,2.161317154765129
645,cordless drill,100105,2.725582107901573
648,lithium 2 pk batteri rigid,100105,2.1884487569332123
649,ridgid 18v,100105,2.594087585806847
650,ridgid cordless tool 20v impact,100105,2.445802226662636
651,ridgid impact driver,100105,2.7597738206386566
655,bahia grass weed killer,100107,2.387045234441757
658,weed killer nut grass,100107,2.436585500836373
664,ry obi comi attach,100110,2.3421958535909657
672,screen repair kit,100111,2.5137853026390076
673,rug doctor,100112,2.5608799904584885
675,port abl counter light,100113,1.900256812572479
676,u line counter fridg,100113,1.755608007311821
678,counter light,100113,2.1589881479740147
681,blind glass replac door,100115,2.3474732935428615
684,100 00 btu,100116,2.111899092793464
685,10000 btu,100116,2.5454413890838623
692,3 piec brush set,100119,2.323623821139336
695,paint roller,100119,2.4520227313041687
697,dew alt palm sander replac part,100120,2.3213458061218257
698,electr sander,100120,2.462220594286919
701,sander,100120,2.7373743802309036
702,sander machin,100120,2.526805967092514
706,led light fixtur,100121,2.57613517343998
707,squar ceil light,100121,2.6309588551521306
708,squar light fixtur,100121,2.580816864967346
711,water,100123,2.4485039710998535
714,delta hensley kitchen faucet,100125,2.391398295760155
716,kitchen faucet installt tool,100125,2.212484285235405
717,kitchen faucet singl handl,100125,2.745815545320511
720,moen kitchen sink faucet,100125,2.5223368704319
721,moen sink faucet,100125,2.4892137646675114
724,singl handl kitchen faucet,100125,2.7465610951185226
727,hot water holder,100126,2.104728624224663
728,insinu hot water hc3300,100126,2.2643907666206364
733,basement wall,100128,2.36255033314228
738,slat wall panel,100128,2.7429284900426865
741,dust respir,100129,2.485557049512863
744,ant bait rap,100130,2.290005624294281
750,bucket,100131,1.8640533536672592
754,plastic bucket,100131,2.226981371641159
755,hampton bay hb4190 lamp,100132,2.323913440108299
767,plastic weather seal,100134,1.9592961072921753
772,window weather strip,100134,2.318482294678688
777,water soften,100135,2.299711674451828
779,wtf water filter,100135,2.2478250563144684
780,dual flush toilet,100136,2.7322863191366196
781,kohler toilet k 6393 ra 0,100136,2.288924217224121
783,floor paint,100137,2.3182541728019714
786,daylight fluoresc bulb 36inch,100138,2.430624097585678
788,flouresc light bulb,100138,2.456287696957588
792,fluoresc moon light,100138,2.29787714779377
795,pl c fixtur,100138,2.122225403785706
798,t8 bulb,100138,2.696782559156418
803,hole saw,100139,2.7849903255701065
804,hole saw kit,100139,2.7456253319978714
807,honda mower without self propel,100140,2.6780176758766174
808,honda push mower,100140,2.3990024924278264
809,hrx,100140,2.123381674289704
813,snapper lawn mower,100140,2.434671938419342
816,closet maid white closet cabinet,100141,2.700755998492241
821,kitchen pantri door,100141,2.3298018425703044
822,pantri storag,100141,2.505391135811806
823,rais panel exterior door,100141,2.28811115026474
825,vino temp 2 door,100141,1.847670063376427
827,corner brace,100142,2.7361336946487427
830,cook stove,100143,2.1381942927837376
833,gas rang part,100143,2.471339136362076
834,gas rang stove,100143,2.6439659744501114
836,stainless gas stove,100143,2.603551298379898
838,stainless steel rang,100143,2.766857355833053
841,blacktop repair kit,100144,2.166122287511826
850,plastic wall panel,100145,2.2591730952262883
855,peel stick floor tile,100146,2.6004958748817444
861,extens ladder,100147,2.744011864066124
863,24 in. wood plank,100149,2.4411611855030064
865,counter top look like granit,100149,1.9263977110385893
866,faux wood grain stamp,100149,1.8694951981306078
873,marazzi tile romanc collect ion,100149,2.2825143635272984
874,marseill wall tile,100149,2.246272712945938
875,marshaltown 6 inch,100149,1.9759989529848099
877,montagna wood,100149,2.6016879528760914
887,vynel wall tile,100149,2.2758692800998688
889,wood plank,100149,2.3529450744390488
897,estim lumber deck,100150,2.2069909423589706
903,garag led light,100151,2.351037621498108
915,lawn leaf vacuum,100152,2.0021283626556396
916,lawn mower trcat,100152,2.1130106151103973
919,leaf sweeper,100152,2.205092430114746
925,levi ton switch ltb30,100153,2.383204221725464
926,light switch,100153,2.543521389365196
927,slim style 3 way,100153,2.149664267897606
930,gas heater,100154,2.3974907100200653
931,heater gas,100154,2.5607306957244873
933,heater vent,100154,2.486437067389488
935,indoor gas heater,100154,2.5489348769187927
937,lp gas space heater,100154,2.344101488590241
938,space heater,100154,2.4882619082927704
941,aluminum fenc 6 ft 6ft,100155,2.2310543954372406
943,garbag dispos,100156,2.7495819032192226
947,prun shear,100157,2.1344445049762726
948,tree cutter,100157,1.911754310131073
951,bathroom sink kholer,100158,2.2486887723207474
952,cholera bathroom sink,100158,2.311370581388474
955,lavatori sink enamel,100158,2.232312634587288
959,pedest sink part,100158,2.3290697187185287
960,pedest,100158,2.6826747506856914
964,clear epoxi,100159,2.6586592644453044
966,glass glue,100159,2.1742803305387497
967,20v dew alt combo,100160,2.8265836983919144
970,dew alt combo kit,100160,2.8331480622291565
971,dew alt tool kit,100160,2.7936259508132935
972,mke 7pc combo kit,100160,2.1438049376010895
976,water purifi,100161,2.442926928400994
977,water soften,100161,2.4266085028648376
979,whole hous backwash water system,100161,2.3797328770160675
982,frame nailer,100162,2.6963659673929214
983,baldor grinder blade,100163,2.1686790585517883
985,saw blade,100163,2.4168757647275925
986,baker rack,100164,2.7875805497169495
987,commerci baker rack,100164,2.6928908228874207
995,tongu groov exterior board,100165,2.26661391556263
996,wood fir plank floor,100165,2.1461510509252553
997,wood plank,100165,2.5522680580615997
1003,quickcret waterproof cement,100166,2.3172636777162547
1005,quikret concret mix,100166,2.2345377951860432
1006,3 1 2 grinder,100167,2.1292340606451035
1009,interior door hing,100167,2.4745908677577972
1010,rood rake,100168,2.303853273391723
1011,roof ice,100168,2.3836766034364696
1012,snow rake,100168,2.72390878200531
1013,gas dryer steam,100169,2.7699757516384125
1014,sam sung dryer,100169,2.7794069200754166
1015,sam sung gray dryer,100169,2.550626128911972
1017,gas garag heater,100170,2.5661792755126953
1021,lp gas space heater,100170,2.3771699070930477
1023,port abl gas heater,100170,2.694270044565201
1024,propan gas tank meater,100170,2.215781345963478
1025,propan torpedo heater,100170,2.2477586418390274
1027,ventenatur gas heater,100170,2.2662872672080994
1033,led light fixtur,100172,2.562352821230889
1035,light fixtur,100172,2.3807197511196136
1036,light kitch,100172,2.2142549604177475
1037,light led,100172,2.6310644894838338
1039,keger,100173,2.002888098359108
1041,radiant barrier,100174,2.199358180165291
1042,reflect ix,100174,2.7683013677597046
1045,air condition port abl,100175,2.465479210019112
1047,port abl air condition window plate,100175,2.3459380418062215
1049,swamp cooler chemic,100175,2.0815721899271007
1052,hardwar,100177,2.5392447412014008
1054,liquid nitrogen,100178,2.163697376847267
1055,miracl grow,100178,2.387577816843986
1057,2 nail,100179,2.4727174788713455
1061,gun nail,100179,2.3107479214668274
1064,lock hole repair,100180,2.2720624804496765
1067,slide door lock,100180,2.615398600697517
1078,french door exterior,100183,2.1516647189855576
1085,standard bathtub,100184,2.329480320215225
1087,tub steel,100184,2.3531235605478287
1088,tub,100184,2.4033057838678364
1091,shelv track,100185,2.3971519768238068
1093,attic stair,100186,2.7299490720033646
1094,popcorn machin,100187,2.3414414823055267
1096,garden border,100188,2.5273469835519786
1099,closer maid cabinet,100189,2.115190163254738
1100,closet maid cabinet,100189,2.4247635751962666
1105,kitchen pantri cabinet,100189,2.360305428504944
1106,pantri storag,100189,2.22835236787796
1109,wood storag cabinet,100189,2.582471832633019
1111,bookcas,100190,2.5222522318363185
1112,bookshelv,100190,2.0996629893779755
1113,bookshelv three shelv,100190,2.2489500641822815
1117,tree trimmer,100191,2.3782299757003784
1120,36 x 80 exterior door,100193,2.493473142385483
1122,front door,100193,2.486578598618508
1123,doubl wood exterior entri door,100193,2.171845763921738
1124,entri door,100193,2.410018712282181
1133,mahogani solid front door,100193,2.676384761929512
1139,20v max,100194,2.585719019174576
1141,dew alt 20 volt batteri,100194,2.7449846118688583
1149,dew alt vacuum,100194,2.162713199853897
1152,ridg power tool combo pack,100194,2.220533594489098
1153,magnet sheet,100195,2.3071677237749104
1156,sheet steel,100195,2.496591612696647
1158,6 gallon water heater,100196,2.34585502743721
1166,blower,100197,2.594563990831375
1167,henri vacuum cleaner hvr200,100197,1.9678926467895508
1173,toro blower vac,100197,2.6242994964122768
1174,toro leaf blower electr 51609,100197,2.375137820839882
1175,yard blower,100197,2.480898886919021
1178,water heater blanket,100198,2.6662676036357884
1181,mtd leaf mulcher,100200,1.992425113916397
1182,150 amp fuse,100201,2.374211296439171
1183,5 amp fuse,100201,2.7043535709381104
1188,backsplash tile,100203,2.521306529641152
1189,backyard brick tile,100203,2.1105848401784897
1190,mesh backsplash tile,100203,2.5811194032430653
1193,stone backsplash tile,100203,2.485888034105301
1194,subway tile,100203,2.3948896229267116
1198,mask tape,100205,2.4789780825376515
1199,patio umbrella,100206,2.6495344042778015
1200,water,100207,2.407692164182663
1201,1 2 brass csst,100208,2.7084778398275375
1204,gas pipe,100208,2.273289263248443
1210,cabinet knob,100209,2.185330823063851
1214,kitchen cabinet knob washer,100209,2.0004764795303345
1223,malibu landscap light,100211,2.5959856510162354
1229,play ground mulch,100213,2.4453826695680623
1232,block wall,100214,2.5733785331249237
1234,dog hous,100215,2.7409425377845764
1236,larg dog kennel,100215,2.2634825259447093
1239,doorbel,100216,2.1817008554935455
1240,doorbel kit,100216,2.4229311048984523
1246,canva drop cloth,100217,2.714118629693985
1247,drip cloth,100217,2.4038605988025665
1250,craft lawn mower,100218,2.4424820393323894
1264,door hing,100221,2.6584568172693257
1269,snow rake,100223,2.297414258122444
1270,snowblow part,100223,2.3704544007778168
1277,foam chair rail mold,100224,2.32799269258976
1284,ball valv,100226,2.781525954604149
1285,dealt air compressor part,100226,1.9826032072305677
1290,gate,100227,2.7448624074459076
1292,wood fenc hardwar,100227,2.3769766241312023
1293,wood gate hardwar,100227,2.6126404255628586
1294,paint applic,100228,2.1986962258815765
1298,brick patio,100229,2.1278460025787354
1304,chais loung,100230,2.7334938645362854
1307,laundri tu,100231,1.8731468915939329
1309,submers pedest sump pump,100231,2.307240858674049
1310,sump pump femal,100231,2.399820014834404
1311,sump pump fp0s2300a,100231,2.2657055854797368
1313,ceil fan bronz black,100232,2.53369402885437
1315,cell fan,100232,2.289773896336555
1321,low profil ceil fan,100232,2.4940774738788605
1322,low profil heater r emot,100232,1.9865876734256744
1328,landscap paver,100236,2.5402277410030365
1331,paver sand,100236,2.439651474356651
1333,polymer sand,100236,1.8242926895618439
1334,93 inch wide cellular shade,100237,1.876858666539192
1337,owen wall insul,100237,2.564287841320038
1341,flex seal,100238,2.076588243246079
1343,fiberglass kit,100239,2.3537524342536926
1346,rust oleum epoxi,100239,2.5614910572767258
1352,kitchen back splash,100240,2.649126276373863
1354,tile backsplash,100240,2.5373345613479614
1360,post white ligth,100243,2.0559631884098053
1361,speaker wire,100243,2.4533261209726334
1362,file cabinet,100244,2.0643830597400665
1367,henri roof,100246,2.5794294327497482
1368,henri,100246,2.756685435771942
1369,roof materi,100246,2.378177762031555
1370,tar,100246,1.8326357901096344
1373,door chair,100247,2.5467362254858017
1375,patio dine chair,100247,2.7398355901241302
1379,cement wedg screw,100248,2.1549887806177135
1382,hardi board screw,100248,2.543245747685433
1384,hardi board,100248,2.3895523399114604
1386,hardi plank,100248,1.951260656118393
1390,ceil fan r emot control,100249,2.5511709451675415
1392,cell fan,100249,2.3208877742290497
1396,fan r emot,100249,2.4351774454116826
1400,hampton ceil fan,100249,2.725298687815666
1404,2 5 8' chair rail,100250,2.2779560834169392
1415,interior stair,100252,1.8877015560865402
1417,safeti gate,100252,2.4808369427919383
1426,plastic film,100255,2.1206717044115067
1428,window insul tape,100255,2.5019999295473103
1429,window plastic,100255,2.376201421022415
1432,roll roof,100256,2.527012348175049
1437,3 4 lumber,100257,2.3565450310707092
1440,cedar board,100257,2.6353317499160767
1442,cedar lumber,100257,2.5675621032714844
1445,fir lumber 3 4 inch,100257,2.1148900389671326
1447,plier,100258,2.6824318766593933
1448,black gravel,100259,2.005891889333725
1450,block lava rock,100259,2.4529724270105366
1457,vigoro red mulch,100259,2.6362552195787434
1460,trim,100260,2.3279970586299896
1461,wood trim,100260,2.385943666100502
1465,roman shade,100262,2.7641844749450684
1467,chain saw electr,100263,2.771309077739716
1469,electr pole trimmer,100263,2.4351911395788197
1475,amana laundri stack kit,100264,1.9711943417787552
1482,front loader washer,100264,2.323230192065239
1488,neptun washer dryer stackabl,100264,2.275290325284004
1489,pedest washer,100264,2.560359165072441
1493,stackabl dryer,100264,2.355818510055542
1494,stackabl dryer ge gas,100264,2.272859826683998
1495,stackabl washer dryer,100264,2.558579236268997
1498,washer pan,100264,2.253962606191635
1499,whirlpool dryer combo,100264,2.2145666331052785
1500,whirlpool gold high effici wash machin,100264,2.057538017630577
1508,insul foam board,100265,2.4356918185949326
1514,apt size stackabl washer dryer,100267,2.201522395014763
1516,duet gas type,100267,2.0514538884162903
1517,energi star washer,100267,2.7476260066032414
1518,front load washer,100267,2.7529410868883133
1521,match washer gas dryer set,100267,2.3762814551591873
1522,neptun washer dryer stackabl,100267,2.1824310868978496
1523,space maker washer,100267,2.2192992419004445
1525,stackabl gas 110,100267,2.067167043685913
1526,stackabl washer dryer,100267,2.6292333304882054
1530,whirlpool caprio 4 3,100267,1.8797489702701569
1531,whirlpool dryer combo,100267,2.197052136063576
1533,post white ligth,100268,2.21234293282032
1534,speaker wire,100268,2.431080758571625
1539,bull nose tile grinder,100269,2.4212483167648315
1541,16 step ladder,100270,2.6687472015619274
1545,step ladder,100270,2.6561594605445866
1549,30 door,100272,2.381141364574433
1553,exterior louver wood door 30x80,100272,2.0938292741775513
1555,hollow interior door,100272,2.413512989878655
1557,interior 6 panel door,100272,2.4297593683004384
1558,interior doorstep,100272,2.1621413677930827
1559,interior slab door,100272,2.6798025220632553
1564,slab door,100272,2.639998033642769
1565,solid core door,100272,2.3941113203763966
1570,wood interior door,100272,2.534315690398216
1573,safavieh rug,100273,2.76099956035614
1575,dill batteri 12v model g0805,100274,2.17118364572525
1579,4 rebar,100275,2.7195996195077896
1580,concret bar,100275,2.303838580846787
1581,rebar,100275,2.6876999139785767
1582,lamp shade,100276,2.2614742815494537
1583,pole pruner,100277,2.3603978902101512
1591,column,100278,1.6828569471836092
1594,4 8 0 5a light bulb,100280,2.1159910559654236
1600,cooler light bulb,100280,2.319790244102478
1601,green 60w light bulb,100280,2.6901457756757736
1611,popcorn ceil scraper,100282,1.9076647609472275
1620,carpet remnant,100283,2.0910434275865555
1621,clearanc area rug,100283,2.3298557102680206
1623,indoor door rug,100283,2.6770436465740204
1625,indoor carpet,100283,2.393050402402878
1626,indoor door carpet,100283,2.4037509560585018
1635,10 stair ladder,100286,2.5031966269016266
1638,attic stair,100286,2.452710464596748
1646,roll roof,100287,2.493567317724228
1649,roof steel flash,100287,2.5086693167686467
1650,roof drip edg,100287,2.4363180398941044
1651,shingl drip edg,100287,2.156102180480957
1652,shingl roll,100287,2.2317172586917877
1658,levi ton switch,100289,2.7471220642328262
1662,garbag dispos,100291,2.6816502511501312
1676,25 inch vaniti top,100294,2.5879106074571614
1679,dew alt radio,100295,2.363816663622856
1680,radio,100295,2.6678123027086262
1682,ry obi 1,100295,2.5194234251976018
1684,ry obi plus one,100295,2.3997407257556915
1693,impact wrench 1 2,100297,2.6482305079698563
1699,milwauke m18 brush less,100297,2.6996417492628098
1706,bathroom sink kholer,100299,2.408265724778176
1707,cholera bathroom sink,100299,2.3306363672018047
1708,k9115 kohler sink,100299,2.2777780443429947
1710,kohler,100299,2.4635641872882843
1712,sink,100299,2.550492033362389
1714,mount bath sink,100299,2.564531579613686
1716,hose nozzl,100300,2.506344065070152
1717,water hose nozzl,100300,2.3042183369398117
1720,vertic blind,100301,2.1080536544322963
1723,tv antenna,100303,2.278410270810127
1728,window screen,100304,2.493108242750168
1730,block wall,100305,2.0829680114984512
1732,closet maid drawer,100306,2.7894043624401093
1734,closet shelv kit,100306,2.6997165977954865
1735,closet track,100306,2.736010193824768
1736,closet wire shelv,100306,2.487347900867462
1737,closet made,100306,2.3715126216411586
1744,track shelf,100306,2.755621701478958
1745,2 part epoxi finish wood,100307,2.3476448953151703
1748,coat,100307,2.3731518387794495
1750,concret paint rust ileum,100307,2.136027351021766
1751,concret resurfac,100307,2.1889151334762578
1754,epoxi garag floor paint,100307,2.6798697561025624
1757,floor sealer,100307,2.357416555285454
1758,high traffic floor polyurethan paint,100307,2.107946544885636
1760,rust oleum concret epoxi kit,100307,2.674207091331482
1763,electr dryer,100308,2.7722846269607544
1767,milwauke blade,100309,2.774639397859573
1768,saw blade,100309,2.551059752702713
1769,sawzal blade milwauke,100309,2.8003809452056885
1770,bedroom light,100310,2.2060885280370712
1773,led shop light,100311,2.8109193444252014
1775,hose,100312,2.6221965551376343
1776,pool hose cement,100312,2.390298917889595
1781,stain brush,100313,2.44216538965702
1792,rebar,100315,2.0120879560709
1794,automat gate,100316,2.6971170753240585
1795,gate open,100316,2.754271984100342
1796,gate open,100316,2.7084875106811523
1800,ac heat,100317,2.3723752796649933
1801,air condition heat,100317,2.7680785059928894
1806,flex seal,100318,2.056617110967636
1807,roundup,100319,2.7162051349878316
1809,bathroom window vv1616,100320,1.9581363499164581
1813,slide window,100320,2.434470653533935
1817,vynal replac window,100320,2.4011288434267044
1819,window home,100320,2.209772676229477
1831,angl bracket,100323,2.2605281025171275
1837,dew alt tabl saw,100324,2.4643008559942245
1839,ice melt,100325,2.6375409513711934
1849,chair rail mould,100327,2.423601850867272
1850,mdf baseboard,100327,2.511318415403366
1854,metal,100328,2.1214807480573654
1860,step,100329,2.2317524701356883
1863,interior door 82 inch length,100330,1.859772652387619
1864,slab door,100330,2.598542362451554
1866,combo shower head,100331,2.5007582902908325
1869,rain head shower,100331,2.509543359279632
1889,stair,100335,2.090718954801559
1891,water,100336,2.399454802274704
1892,24 white storag cabinet,100337,2.598335281014442
1893,closet maid organ,100337,2.6293117105960846
1898,storag cabinet,100337,2.4919195026159286
1902,white cabinet,100337,2.5431815236806865
1908,rumbl stone,100340,1.965221405029297
1910,e z spike,100341,2.5005635917186737
1913,rebar,100341,1.8867637664079666
1919,light cl amp,100342,2.7260252833366394
1928,led light fixtur,100343,2.635491773486137
1930,led shop light,100343,2.529474720358849
1932,led with,100343,2.3126797676086426
1935,squar flush mount light,100343,2.38532255589962
1937,wraparound light,100343,2.7907832264900208
1944,wood panel,100345,2.5204402804374695
1947,polish rock,100346,2.3951219469308858
1948,river rock,100346,2.0533237606287003
